Date,Close,High,Low,Open,Volume,RSI,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0,SMA_20,SMA_50,SMA_200,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
2019-01-02,8.350936889648438,8.445931617666874,7.924075714430074,7.937645583083449,17621600,,,,,,,,,,,,
2019-01-03,7.790835380554199,8.17698411774739,7.76862868677448,8.11036403640823,21891200,,,,,,,,,,,,
2019-01-04,8.489110946655273,8.54956307779215,8.004265578326095,8.052379925155336,25744800,,,,,,,,,,,,
2019-01-07,8.660595893859863,8.75312363179102,8.458268648883001,8.510084897467475,16092000,,,,,,,,,,,,
2019-01-08,8.833314895629883,8.890065130985224,8.57423740683694,8.833314895629883,14865600,,,,,,,,,,,,
2019-01-09,8.96532154083252,9.046746409389433,8.822212449303427,8.891299532024995,16208000,,,,,,,,,,,,
2019-01-10,9.010969161987305,9.029474900034996,8.732151948127319,8.830848590221047,13630400,,,,,,,,,,,,
2019-01-11,8.956685066223145,8.97025587675646,8.854287474468437,8.915972634623198,8992800,,,,,,,,,,,,
2019-01-14,8.793834686279297,8.870324609846259,8.717345703953013,8.796302619332796,11020000,,,,,,,,,,,,
2019-01-15,9.140508651733398,9.16024835925275,8.864159335149903,8.86909426202974,17195200,,,,,,,,,,,,
2019-01-16,9.138039588928223,9.293486456086947,9.126936711894452,9.166415176749272,12770400,,,,,,,,,,,,
2019-01-17,9.267580032348633,9.351471898959684,9.043046057189786,9.071420707537673,14449600,,,,,,,,,,,,
2019-01-18,9.4476957321167,9.542690428179668,9.294715915905508,9.405749349852183,18348800,,,,,,,,,,,,
2019-01-22,9.087458610534668,9.324329409138334,8.940647622276773,9.313225590419568,21948800,,,,,,,,,,,,
2019-01-23,9.098560333251953,9.249072261566644,8.893765167514715,9.16888137207627,20761600,62.34717624927077,,,,,,,,,,,
2019-01-24,9.20836067199707,9.239203252206396,9.087458284671388,9.150376470605002,11466400,63.762517340887335,,,,,,,,,,,
2019-01-25,9.440295219421387,9.487176537193852,9.297186156658798,9.351469391451875,14160800,66.61704822332976,,,,,,,,,,,
2019-01-28,9.19848918914795,9.19848918914795,9.045510281986813,9.192321238944436,11272000,61.20398851076063,,,,,,,,,,,
2019-01-29,9.018370628356934,9.212062002226723,8.959153399063727,9.207127076245476,8624000,57.458667823291286,,,,,,,,,,,
2019-01-30,9.49458122253418,9.547630506211076,9.17011756823748,9.225633844560305,18242400,63.771013051519496,8.17404564749894,8.969577217102051,9.765108786705163,17.738440739130787,0.8299705665320432,8.969577217102051,,,,,
2019-01-31,9.767226219177246,9.853585992100916,9.569833931587059,9.588339664445035,18085600,66.80770092367383,8.225825947288453,9.040391683578491,9.85495741986853,18.020585054288404,0.9461484833066648,9.040391683578491,,,,,
2019-02-01,9.677166938781738,9.812874084818947,9.626584662388924,9.6697640805043,13536000,64.87339044666109,8.504824759956112,9.134708261489868,9.764591763023624,13.790993286325763,0.9306023859737493,9.134708261489868,,,,,
2019-02-04,9.915274620056152,9.915274620056152,9.66483203781417,9.680870784498037,10956800,67.5486279152966,8.561880289745686,9.206016445159912,9.85015260057414,13.993808489292524,1.0505498868015992,9.206016445159912,,,,,
2019-02-05,10.094160079956055,10.113899783998285,9.941181138592347,9.943648130977177,10905600,69.43217696769898,8.57582327621582,9.277694654464721,9.979566032713622,15.13029700564975,1.0816346490209738,9.277694654464721,,,,,
2019-02-06,10.027538299560547,10.13240287118734,9.941179462042184,10.096625369575237,10268800,67.85261617901399,8.594896457295617,9.337405824661255,10.079915192026894,15.903975500445283,0.9647298103105584,9.337405824661255,,,,,
2019-02-07,9.757357597351074,9.899233645461651,9.61054756501544,9.853587232073934,25721600,61.72027654164144,8.633617080802576,9.377007627487183,10.12039817417179,15.855602900555983,0.7558210967036011,9.377007627487183,,,,,
2019-02-08,9.788201332092285,9.791903232559658,9.56490134051351,9.584641044709219,13643200,62.140932296374885,8.67182096650056,9.415869235992432,10.159917505484303,15.80413344415884,0.7502069498489177,9.415869235992432,,,,,
2019-02-11,9.775864601135254,9.912805741550603,9.73021818182408,9.86345742172906,8244000,61.848178339998995,8.728373280390677,9.456828212738037,10.185283145085396,15.405903881518217,0.7189815555021093,9.456828212738037,,,,,
2019-02-12,10.068251609802246,10.09292529661802,9.885663127146735,9.911570780675543,8245600,65.94332883274919,8.81255129452374,9.520549058914185,10.22854682330463,14.873044821454695,0.8867968081506652,9.520549058914185,,,,,
2019-02-13,10.074420928955078,10.212595086962821,10.05714821796325,10.149675959303805,11249600,66.02619221602039,8.84267060448906,9.567244672775269,10.291818741061478,15.146974767940675,0.8499823402315531,9.567244672775269,,,,,
2019-02-14,10.091690063476562,10.17064697350332,9.936243235068615,9.996694413411467,16321600,66.27356330582133,8.884120600389664,9.614927196502686,10.345733792615707,15.201500358293789,0.8261894935744011,9.614927196502686,,,,,
2019-02-15,10.186687469482422,10.253307556439456,10.089224801966068,10.253307556439456,13076800,67.66819806193926,8.907966472386619,9.660882568359375,10.41379866433213,15.58690089948205,0.8491789483154265,9.660882568359375,,,,,
2019-02-19,10.219995498657227,10.284148583625466,10.117598862009881,10.117598862009881,10092000,68.16526303905508,8.91569279361289,9.699497556686401,10.483302319759913,16.161760101340338,0.8320329031491283,9.699497556686401,,,,,
2019-02-20,10.218765258789062,10.314993971231134,10.10896573395224,10.238504023300806,13265600,68.12360427165476,8.994117474872565,9.756062889099121,10.518008303325677,15.61993650282659,0.8036322294554565,9.756062889099121,,,0.37057018260392205,0.0003504435174128129,0.37021973908650924
2019-02-21,10.134871482849121,10.215062375193332,10.033707863023734,10.160779135838949,10931200,65.19744148831963,9.092295695093314,9.807878446578979,10.523461198064643,14.591998776968161,0.7284802390717583,9.807878446578979,,,0.35683638938750484,-0.01070667975920353,0.36754306914670837
2019-02-22,10.289083480834961,10.302654289493745,10.170648102646158,10.181750978144771,8028000,67.92480644595352,9.172852615265693,9.861914587020873,10.550976558776053,13.974202791454811,0.809964060798481,9.861914587020873,,,0.3543115952323461,-0.01058517913148982,0.36489677436383594
2019-02-25,10.363106727600098,10.498813889356219,10.349535917300402,10.4408296892104,9064000,69.17359694462695,9.214530307610971,9.90805516242981,10.601580017248647,13.999212629509845,0.8280715622579645,9.90805516242981,,,0.3542007295224483,-0.008556835873110125,0.3627575653955584
2019-02-26,10.381612777709961,10.446998897728355,10.282916143678626,10.30142188021461,9204800,69.493372153523,9.326014415084677,9.96721134185791,10.608408268631143,12.866124832338764,0.8231467732834356,9.96721134185791,,,0.35155365947904116,-0.008963124733213812,0.36051678421225497
2019-02-27,10.364338874816895,10.39271351592343,10.150907847678544,10.294017843445886,9379200,68.77620307166188,9.540040837800856,10.034509754180908,10.52897867056096,9.855367695946088,0.8335185587100462,10.034509754180908,,,0.344095459533575,-0.01313705974294399,0.357232519276519
