Date,Close,High,Low,Open,Volume,RSI,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0,SMA_20,SMA_50,SMA_200,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
2019-01-02,148.22752380371094,149.0601504687191,144.39933374351912,144.50460955430984,58576700,,,,,,,,,,,,
2019-01-03,143.3848876953125,146.6771193849391,143.06906021452332,146.04547902674912,74820200,,,,,,,,,,,,
2019-01-04,149.51954650878906,150.2564772696973,145.22241201456913,145.7966318280894,74709300,,,,,,,,,,,,
2019-01-07,151.29965209960938,152.03658284309267,149.40470193403985,149.89279095449925,52059300,,,,,,,,,,,,
2019-01-08,152.668212890625,153.23286737975056,150.44785580314223,152.68734332513475,49388700,,,,,,,,,,,,
2019-01-09,153.91236877441406,154.58229902893527,152.62034895232122,153.26156895331897,46491700,,,,,,,,,,,,
2019-01-10,154.35260009765625,154.43873085694338,151.8834161077372,152.74476751076054,38943400,,,,,,,,,,,,
2019-01-11,153.78797912597656,153.9506754633965,152.9266275354515,153.443441410444,30176600,,,,,,,,,,,,
2019-01-14,152.42893981933594,153.08930484598832,151.77814000923502,152.48636032541285,30710200,,,,,,,,,,,,
2019-01-15,155.40541076660156,155.6159624296416,153.0415017706978,153.127632559199,40874200,,,,,,,,,,,,
2019-01-16,155.3766326904297,156.74520329949513,155.31919758644045,155.66373519346254,33812200,,,,,,,,,,,,
2019-01-17,156.60166931152344,157.30030981822495,154.63015402198667,154.87898108650634,39329000,,,,,,,,,,,,
2019-01-18,158.1521453857422,158.8890762640834,156.78357407221299,157.70233176160835,57183200,,,,,,,,,,,,
2019-01-22,154.98431396484375,157.08981608048956,153.85499003341658,157.01325050858011,56711700,,,,,,,,,,,,
2019-01-23,155.18528747558594,156.48687300521053,153.43390293668304,155.77866701339335,38106100,62.94054744977131,,,,,,,,,,,
2019-01-24,156.19012451171875,156.41982113280804,155.09909111746603,155.69245580105047,32417800,64.37456182115857,,,,,,,,,,,
2019-01-25,158.05638122558594,158.53490495270353,156.90792720118077,157.44387143901085,36515900,66.93373720571326,,,,,,,,,,,
2019-01-28,156.10400390625,156.11356912314855,154.8024188422049,156.01787314400946,33491200,61.9222821144722,,,,,,,,,,,
2019-01-29,154.630126953125,156.22839406440457,154.07503781093624,156.19010399756027,30784200,58.369358686560716,,,,,,,,,,,
2019-01-30,158.56362915039062,159.13786351477765,155.89347294377998,156.38156193113838,41346500,64.26272202248128,146.8019142373189,153.94157180786132,161.08122937840375,9.275801834027819,0.8236890072711253,153.94157180786132,,,,,
2019-01-31,160.9370880126953,161.73143907612388,159.31967563322857,159.53979243769697,37258400,67.27323300073745,147.32330888173698,154.57705001831056,161.83079115488414,9.385275674124111,0.9383970888013394,154.57705001831056,,,,,
2019-02-01,160.25759887695312,161.35821224971778,159.81736521055586,160.14275785152526,32143700,65.57024708178753,149.83761256833634,155.4206855773926,161.00375858644884,7.184465810731645,0.9331766118510921,155.4206855773926,,,,,
2019-02-04,162.24827575683594,162.24827575683594,160.14277399258899,160.28632528884256,26718800,68.11669625892904,150.40831616491877,156.05712203979493,161.7059279146711,7.2394079822075685,1.0480055302109965,156.05712203979493,,,,,
2019-02-05,163.68385314941406,163.87525975258342,162.4014128444528,162.4683985840376,28156400,69.84858250161771,150.5540755725879,156.67633209228515,162.7985886119824,7.8151644705227605,1.0722988766138328,156.67633209228515,,,,,
